id,question,answer,filename
71okJL-iYXL,"Based on its appearance, is this likely a soft or hard case?",Hard,0b/0b3b92b6.jpg
71okJL-iYXL,What kind of artistic style does the design on the case resemble?,Abstract,0b/0b3b92b6.jpg
71okJL-iYXL,Is there any visible text or logo on the case?,No,0b/0b3b92b6.jpg
71okJL-iYXL,Can you identify any cutouts along the bottom edge of the case?,Yes,0b/0b3b92b6.jpg
71okJL-iYXL,How would you describe the texture effect on the orange part of the case?,Textured,0b/0b3b92b6.jpg
71bN58b3spL,What type of object is displayed?,Case,3f/3f870207.jpg
71bN58b3spL,What color is the background?,Black,3f/3f870207.jpg
71bN58b3spL,What large letter is on the right?,A,3f/3f870207.jpg
71bN58b3spL,What color is the decorative pattern?,Gold,3f/3f870207.jpg
71bN58b3spL,What electronic device is this for?,Phone,3f/3f870207.jpg
71bN58b3spL,What part of the phone does this cover?,Back,3f/3f870207.jpg
71bN58b3spL,What specific feature is present for the camera?,Cutout,3f/3f870207.jpg
71bN58b3spL,What style describes the elaborate golden design?,Ornate,3f/3f870207.jpg
71bN58b3spL,"According to the provided list, this case might fit which phone brand?",Asus,3f/3f870207.jpg
71bN58b3spL,The golden pattern on the left is primarily made of what decorative elements?,Scrolls,3f/3f870207.jpg
61WkbpTxpiL,What type of item is shown in the image?,Case,d1/d16c7759.jpg
61WkbpTxpiL,What is the main color of the case in the image?,Black,d1/d16c7759.jpg
61WkbpTxpiL,What is depicted in the drawing on the case?,Couple,d1/d16c7759.jpg
61WkbpTxpiL,"According to the text, which brand is this item associated with?",Amazon,d1/d16c7759.jpg
61WkbpTxpiL,Does this item provide protection for a phone?,Yes,d1/d16c7759.jpg
61WkbpTxpiL,What specific Realme model is mentioned for this case in the text?,C3,d1/d16c7759.jpg
61WkbpTxpiL,What material is listed for the hard case?,Polycarbonate,d1/d16c7759.jpg
61WkbpTxpiL,"Based on names like ""backcase"" and ""backcover"", which part of the phone is primarily covered?",Back,d1/d16c7759.jpg
61WkbpTxpiL,"How many times does the term ""Printed Cover"" appear in the provided text?",8,d1/d16c7759.jpg
61WkbpTxpiL,"Among the terms ""case"", ""cover"", and ""guard"", which one appears most frequently in the text?",Cover,d1/d16c7759.jpg
61rbbznoYFL,What color is the large letter in the center?,Gold,d6/d61b4a3d.jpg
61rbbznoYFL,What type of product is shown?,Case,d6/d61b4a3d.jpg
61rbbznoYFL,What is the main color of the case background?,Blue,d6/d61b4a3d.jpg
61rbbznoYFL,Does the case have a cutout for a camera?,Yes,d6/d61b4a3d.jpg
61rbbznoYFL,Is there a decorative pattern on the case?,Yes,d6/d61b4a3d.jpg
61rbbznoYFL,What part of a phone does this item protect?,Back,d6/d61b4a3d.jpg
61rbbznoYFL,What is the initial shown prominently?,K,d6/d61b4a3d.jpg
61rbbznoYFL,What metallic color is used for the pattern and letter?,Gold,d6/d61b4a3d.jpg
61rbbznoYFL,What is the general style of the decorative borders?,Swirl,d6/d61b4a3d.jpg
61rbbznoYFL,What device is this accessory for?,Phone,d6/d61b4a3d.jpg
81pb5lBGK2L,What kind of object is this?,case,28/282e66a4.jpg
81pb5lBGK2L,What plant is shown in the image?,wheat,28/282e66a4.jpg
81pb5lBGK2L,What is the main color of the plants?,yellow,28/282e66a4.jpg
81pb5lBGK2L,What is the background color?,dark,28/282e66a4.jpg
81pb5lBGK2L,For which phone brand is this case designed?,LG,28/282e66a4.jpg
81pb5lBGK2L,Are the plants shown mostly upright or horizontal?,upright,28/282e66a4.jpg
81pb5lBGK2L,Does the print appear to be a drawing or a photograph?,photograph,28/282e66a4.jpg
81pb5lBGK2L,"According to the provided list, what texture describes the case?",hard,28/282e66a4.jpg
81pb5lBGK2L,What specific agricultural crop is depicted?,wheat,28/282e66a4.jpg
81pb5lBGK2L,"According to the provided list, is the case 3D printed?",yes,28/282e66a4.jpg
71kQvj9y9NL,What object is depicted?,Case,c1/c1521c14.jpg
71kQvj9y9NL,What color are the main flowers?,Red,c1/c1521c14.jpg
71kQvj9y9NL,Is the background dark?,Yes,c1/c1521c14.jpg
71kQvj9y9NL,Does the design show flowers?,Yes,c1/c1521c14.jpg
71kQvj9y9NL,Is this a mobile cover?,Yes,c1/c1521c14.jpg
71kQvj9y9NL,"According to the description, what is the primary material type?",Silicone,c1/c1521c14.jpg
71kQvj9y9NL,What is the listed brand name?,Solimo,c1/c1521c14.jpg
71kQvj9y9NL,"Based on the description, what design method was used for the pattern?",Printed,c1/c1521c14.jpg
71kQvj9y9NL,"What type of phone is this case made for, according to the description?",Asus,c1/c1521c14.jpg
71kQvj9y9NL,"Considering the material description, is the case hard or soft?",Soft,c1/c1521c14.jpg
61wWWiGG6QL,What is pictured?,Case,55/55b5b444.jpg
61wWWiGG6QL,What color is the large heart shape?,Yellow,55/55b5b444.jpg
61wWWiGG6QL,What letter is in the heart?,X,55/55b5b444.jpg
61wWWiGG6QL,What color is the letter?,Black,55/55b5b444.jpg
61wWWiGG6QL,Are stars part of the pattern?,Yes,55/55b5b444.jpg
61wWWiGG6QL,Is the case design monochrome?,No,55/55b5b444.jpg
61wWWiGG6QL,What phone brand is listed multiple times?,Samsung,55/55b5b444.jpg
61wWWiGG6QL,Is the central shape a circle?,No,55/55b5b444.jpg
61wWWiGG6QL,What is the general product type?,Case,55/55b5b444.jpg
61wWWiGG6QL,Does the image identify the specific phone?,No,55/55b5b444.jpg
61DHxJIR0zL,What is the primary product type shown?,Lozenge,fc/fc39f5d4.jpg
61DHxJIR0zL,What is the brand name on the box?,Basic,fc/fc39f5d4.jpg
61DHxJIR0zL,What flavor is written on the box?,Mint,fc/fc39f5d4.jpg
61DHxJIR0zL,How many lozenges are in the package?,135,fc/fc39f5d4.jpg
61DHxJIR0zL,What is the dosage strength listed?,2mg,fc/fc39f5d4.jpg
61DHxJIR0zL,What type of therapeutic aid is this product?,Nicotine,fc/fc39f5d4.jpg
61DHxJIR0zL,What behavior does this product help stop?,Smoking,fc/fc39f5d4.jpg
61DHxJIR0zL,Which competitor brand is mentioned for comparison?,Nicorette,fc/fc39f5d4.jpg
61DHxJIR0zL,Is this product for smokers who smoke their first cigarette within 30 minutes or after 30 minutes of waking?,After,fc/fc39f5d4.jpg
61DHxJIR0zL,"Based on the label, what action is this product designed to aid?",Quitting,fc/fc39f5d4.jpg
71sWHaVfr+L,What kind of footwear is depicted?,Shoe,02/02c0ef5b.jpg
71sWHaVfr+L,What is the main pattern on the upper?,Plaid,02/02c0ef5b.jpg
71sWHaVfr+L,What material is the upper made of?,Textile,02/02c0ef5b.jpg
71sWHaVfr+L,What color is the visible lining?,Cream,02/02c0ef5b.jpg
71sWHaVfr+L,What is one color visible in the pattern?,Green,02/02c0ef5b.jpg
71sWHaVfr+L,"Given the style and lining, are these likely for warm or cold weather?",Cold,02/02c0ef5b.jpg
71sWHaVfr+L,Is this type of shoe more commonly worn inside or outside?,Indoor,02/02c0ef5b.jpg
71sWHaVfr+L,"Based on the metadata, is this footwear primarily marketed towards men or women?",Women,02/02c0ef5b.jpg
71sWHaVfr+L,Does the analysis suggest this item falls under the category of basic apparel or designer fashion?,Designer,02/02c0ef5b.jpg
71sWHaVfr+L,What is the material noted for the inner lining?,Shearling,02/02c0ef5b.jpg
71A5qJwVhdL,What object is shown?,case,9f/9f5d1a47.jpg
71A5qJwVhdL,What flower is on the case?,tulip,9f/9f5d1a47.jpg
71A5qJwVhdL,What color are the flowers?,pink,9f/9f5d1a47.jpg
71A5qJwVhdL,Is there sky in the design?,yes,9f/9f5d1a47.jpg
71A5qJwVhdL,What color is the foliage?,green,9f/9f5d1a47.jpg
71A5qJwVhdL,What shape is the main camera cutout?,circular,9f/9f5d1a47.jpg
71A5qJwVhdL,How many visible openings are on the top rear?,two,9f/9f5d1a47.jpg
71A5qJwVhdL,Does the depicted scene include clouds?,yes,9f/9f5d1a47.jpg
71A5qJwVhdL,What natural feature occupies the upper part of the design?,sky,9f/9f5d1a47.jpg
71A5qJwVhdL,Is the viewpoint of the flower photo low or high?,low,9f/9f5d1a47.jpg
A1fQwZ4uNIL,What color is this material?,Blue,87/878ff96b.jpg
A1fQwZ4uNIL,Is the surface textured?,Yes,87/878ff96b.jpg
A1fQwZ4uNIL,Does the material appear glossy?,No,87/878ff96b.jpg
A1fQwZ4uNIL,Is this likely an upholstery sample?,Yes,87/878ff96b.jpg
A1fQwZ4uNIL,What is the main color?,Blue,87/878ff96b.jpg
A1fQwZ4uNIL,Is this swatch part of a chair from Ravenna Home?,Yes,87/878ff96b.jpg
A1fQwZ4uNIL,Does the texture resemble leather?,Yes,87/878ff96b.jpg
A1fQwZ4uNIL,Would this material feel soft?,Yes,87/878ff96b.jpg
A1fQwZ4uNIL,Is the image showing a full furniture item?,No,87/878ff96b.jpg
A1fQwZ4uNIL,"Based on the provided context, is this material for furniture?",Yes,87/878ff96b.jpg
81VGJSkX0JL,What type of phone accessory is shown?,Case,95/959f2e00.jpg
81VGJSkX0JL,What animal is featured in the pattern?,Unicorns,95/959f2e00.jpg
81VGJSkX0JL,What color is the background?,Black,95/959f2e00.jpg
81VGJSkX0JL,Does the pattern include stars?,Yes,95/959f2e00.jpg
81VGJSkX0JL,"What geometric shape is repeated, besides stars and hearts?",Rainbow,95/959f2e00.jpg
81VGJSkX0JL,"How many visible, complete rainbows are there?",Four,95/959f2e00.jpg
81VGJSkX0JL,Are all the unicorns facing right?,No,95/959f2e00.jpg
81VGJSkX0JL,What shape is the camera cutout?,Oval,95/959f2e00.jpg
81VGJSkX0JL,What brand family is heavily listed in the provided items?,Motorola,95/959f2e00.jpg
81VGJSkX0JL,"What is the shape of the non-star, non-rainbow elements?",Heart,95/959f2e00.jpg
6195vCKK-SL,What type of object is primarily shown in the image?,Case,34/34c4eabe.jpg
6195vCKK-SL,What colors are visible on the phone case?,Multi-colored,34/34c4eabe.jpg
6195vCKK-SL,What model of phone is mentioned in the text?,iPhone,34/34c4eabe.jpg
6195vCKK-SL,Is the phone case plain or patterned?,Patterned,34/34c4eabe.jpg
6195vCKK-SL,Does the image show just the case or a phone as well?,Both,34/34c4eabe.jpg
6195vCKK-SL,"What material is suggested for the case based on the text ""transparent slim""?",Transparent,34/34c4eabe.jpg
6195vCKK-SL,Is the design on the case abstract or a photograph?,Abstract,34/34c4eabe.jpg
6195vCKK-SL,What is the brand mentioned in the text?,Amazon,34/34c4eabe.jpg
6195vCKK-SL,Is the phone case shown in front of or next to the phone?,Next,34/34c4eabe.jpg
6195vCKK-SL,What is the function of the item shown?,Protection,34/34c4eabe.jpg
71FnX+95JzL,What color is the food processor?,White,fe/fe10f278.jpg
71FnX+95JzL,What type of appliance is this?,Processor,fe/fe10f278.jpg
71FnX+95JzL,Does the appliance have a lid?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Is the work bowl clear?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Is the brand name visible on the base?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Is this appliance used for preparing food?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Can this appliance chop vegetables?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Is the brand AmazonBasics?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Could this be used for puree?,Yes,fe/fe10f278.jpg
71FnX+95JzL,Does the bowl appear to be made of glass?,No,fe/fe10f278.jpg
91HTSQYCUfL,What color is the television stand?,Brown,92/92a1c68a.jpg
91HTSQYCUfL,How many storage drawers does this piece of furniture have?,Three,92/92a1c68a.jpg
91HTSQYCUfL,What material is used on the front panels of the drawers?,Woven,92/92a1c68a.jpg
91HTSQYCUfL,Is this piece of furniture a chair?,No,92/92a1c68a.jpg
91HTSQYCUfL,Does the stand have visible legs?,Yes,92/92a1c68a.jpg
91HTSQYCUfL,Is this stand likely designed for a corner placement?,No,92/92a1c68a.jpg
91HTSQYCUfL,Are there openings in the back of the upper compartments?,Yes,92/92a1c68a.jpg
91HTSQYCUfL,What type of furniture stand is pictured?,Console,92/92a1c68a.jpg
91HTSQYCUfL,"Based on its appearance, does this stand fit a farmhouse style?",Yes,92/92a1c68a.jpg
91HTSQYCUfL,Does every drawer in the stand have an open shelf above it?,Yes,92/92a1c68a.jpg
71KksnL5OcL,What is the main product shown in the image?,coffee,4c/4c6561ac.jpg
71KksnL5OcL,What brand is this coffee from?,365,4c/4c6561ac.jpg
71KksnL5OcL,What type of beans are used in this coffee?,Arabica,4c/4c6561ac.jpg
71KksnL5OcL,Is the coffee ground or whole bean?,Ground,4c/4c6561ac.jpg
71KksnL5OcL,What is the net weight in ounces shown?,Ten,4c/4c6561ac.jpg
71KksnL5OcL,What time of day is commonly associated with coffee according to the keywords?,morning,4c/4c6561ac.jpg
71KksnL5OcL,What is the name of the specific roast type?,American,4c/4c6561ac.jpg
71KksnL5OcL,What kind of building is illustrated on the can label?,Shop,4c/4c6561ac.jpg
71KksnL5OcL,What is the numerical value representing the ounces?,Ten,4c/4c6561ac.jpg
71KksnL5OcL,Is the coffee shop depicted in the image open all day?,Yes,4c/4c6561ac.jpg
61vdK7o1rcL,What is the main color of the large heart shape?,Yellow,dd/dd07641e.jpg
61vdK7o1rcL,What letter is shown on the heart?,K,dd/dd07641e.jpg
61vdK7o1rcL,What shapes are primarily in the background pattern?,Stars,dd/dd07641e.jpg
61vdK7o1rcL,"Based on the text, what type of product is this?",Case,dd/dd07641e.jpg
61vdK7o1rcL,What is the brand name listed in the text?,Solimo,dd/dd07641e.jpg
61vdK7o1rcL,"Does the provided text mention ""silicon"" as a material?",Yes,dd/dd07641e.jpg
61vdK7o1rcL,Are two distinct Motorola phone models mentioned in the text list?,Yes,dd/dd07641e.jpg
61vdK7o1rcL,"Is the case described as a ""designer"" case in the text?",Yes,dd/dd07641e.jpg
61vdK7o1rcL,Does the image show a 360-degree phone cover?,No,dd/dd07641e.jpg
61vdK7o1rcL,"Is the cover described as ""printed"" in the text?",Yes,dd/dd07641e.jpg
81QfmV6rkWL,What is the primary color of the pattern circles?,Brown,00/0031feac.jpg
81QfmV6rkWL,What is the secondary color used in the circles?,Green,00/0031feac.jpg
81QfmV6rkWL,Is this item a burp cloth?,Yes,00/0031feac.jpg
81QfmV6rkWL,What is the background color of the pattern?,White,00/0031feac.jpg
81QfmV6rkWL,What is the category of this item from the list?,Baby,00/0031feac.jpg
81QfmV6rkWL,How many distinct colors appear in the patterned area?,Three,00/0031feac.jpg
81QfmV6rkWL,Does the item resemble a traditional bib?,No,00/0031feac.jpg
81QfmV6rkWL,What is the last word on the black label?,Baby,00/0031feac.jpg
81QfmV6rkWL,What is a Spanish term for this item from the list?,Trapito,00/0031feac.jpg
81QfmV6rkWL,Is the brand name written in English?,Yes,00/0031feac.jpg
61uIzWsSlIL,What color is the outside of the bed?,Blue,0d/0df7e4e4.jpg
61uIzWsSlIL,What kind of animal is lying in the bed?,Dog,0d/0df7e4e4.jpg
61uIzWsSlIL,What color is the animal's fur?,Brown,0d/0df7e4e4.jpg
61uIzWsSlIL,What shape is the pet bed?,Round,0d/0df7e4e4.jpg
61uIzWsSlIL,Is the dog facing left or right?,Right,0d/0df7e4e4.jpg
61uIzWsSlIL,"According to the metadata, what specific shade of blue is mentioned?",Royal,0d/0df7e4e4.jpg
61uIzWsSlIL,"Based on the provided information, what category does this item belong to?",Supplies,0d/0df7e4e4.jpg
61uIzWsSlIL,Which brand is likely associated with the item?,Amazon,0d/0df7e4e4.jpg
61uIzWsSlIL,Is this pet bed intended for use outdoors or inside?,Inside,0d/0df7e4e4.jpg
61uIzWsSlIL,What is the primary function of this item?,Bed,0d/0df7e4e4.jpg
81iwtmyBYIL,What color is the sandal?,Black,93/9346baca.jpg
81iwtmyBYIL,Is this a shoe?,Yes,93/9346baca.jpg
81iwtmyBYIL,Is the item a sandal?,Yes,93/9346baca.jpg
81iwtmyBYIL,What color is the stitching along the sole?,Blue,93/9346baca.jpg
81iwtmyBYIL,Does the sandal have a heel strap?,Yes,93/9346baca.jpg
81iwtmyBYIL,What type of fastener is on the heel strap?,Velcro,93/9346baca.jpg
81iwtmyBYIL,What color is the outline around the symbol on the footbed tag?,Black,93/9346baca.jpg
81iwtmyBYIL,What color is the trim line around the base of the sole?,Blue,93/9346baca.jpg
81iwtmyBYIL,Is the upper material likely leather?,Yes,93/9346baca.jpg
81iwtmyBYIL,How many main straps cross over the top of the foot?,Two,93/9346baca.jpg
71MlZRorw4L,What kind of mobile accessory is shown?,Case,8c/8ce303c6.jpg
71MlZRorw4L,What time of day is shown in the picture?,Sunset,8c/8ce303c6.jpg
71MlZRorw4L,How many trees are pictured on the case?,Two,8c/8ce303c6.jpg
71MlZRorw4L,What is the main color of the sky?,Orange,8c/8ce303c6.jpg
71MlZRorw4L,Is this a back cover for a phone?,Yes,8c/8ce303c6.jpg
71MlZRorw4L,What type of trees are visible in silhouette?,Palm,8c/8ce303c6.jpg
71MlZRorw4L,What is visible radiating from behind the trees?,Light,8c/8ce303c6.jpg
71MlZRorw4L,What type of environment does the picture represent?,Tropical,8c/8ce303c6.jpg
71MlZRorw4L,What emotion might the image evoke?,Calm,8c/8ce303c6.jpg
71MlZRorw4L,Which celestial body is depicted setting?,Sun,8c/8ce303c6.jpg
81jBu4Rl++L,What is the primary color of the bags?,Black,9e/9eecc1bf.jpg
81jBu4Rl++L,How many packing bags are visible in total?,Four,9e/9eecc1bf.jpg
81jBu4Rl++L,Do the bags have handles?,Yes,9e/9eecc1bf.jpg
81jBu4Rl++L,What color are the diagonal stripes on the bags?,Blue,9e/9eecc1bf.jpg
81jBu4Rl++L,What type of panel is on the front of the three larger bags?,Mesh,9e/9eecc1bf.jpg
81jBu4Rl++L,"Excluding the smallest item, how many different sizes of packing bags are clearly visible?",Two,9e/9eecc1bf.jpg
81jBu4Rl++L,"Based on the keywords, what is the main benefit these items provide for travelers?",Organization,9e/9eecc1bf.jpg
81jBu4Rl++L,Are these items designed to be placed inside other luggage or carried on their own?,Inside,9e/9eecc1bf.jpg
81jBu4Rl++L,"How many items are shown in the main group, excluding the separate pouch?",Three,9e/9eecc1bf.jpg
81jBu4Rl++L,"Based on the typical use of such items and the visible sizes, would they likely fit into both suitcases and backpacks?",Yes,9e/9eecc1bf.jpg
81tQR-ojKwL,What is the main color of the shoe shown?,Beige,8f/8fc3932f.jpg
81tQR-ojKwL,Is this a casual or formal shoe?,Formal,8f/8fc3932f.jpg
81tQR-ojKwL,How many shoes are visible in the image?,One,8f/8fc3932f.jpg
81tQR-ojKwL,What type of footwear is displayed?,Shoe,8f/8fc3932f.jpg
81tQR-ojKwL,Is the brand name included in the provided text?,Yes,8f/8fc3932f.jpg
81tQR-ojKwL,What color is the narrow trim visible along the top edge of the sole?,Blue,8f/8fc3932f.jpg
81tQR-ojKwL,Does the list of colors provided suggest the shoe is available in more than one color?,Yes,8f/8fc3932f.jpg
81tQR-ojKwL,What material is specified for the shoe in the text?,Leather,8f/8fc3932f.jpg
81tQR-ojKwL,"Is the word ""Symbol"" part of the brand name given?",Yes,8f/8fc3932f.jpg
81tQR-ojKwL,What type of fastener is used on this shoe?,Laces,8f/8fc3932f.jpg
61qR2q8b0yL,What is the brand name on the box?,Basic,4e/4e47b1c2.jpg
61qR2q8b0yL,What is the general product category described on the box?,Lozenge,4e/4e47b1c2.jpg
61qR2q8b0yL,What is the dose strength in mg?,4,4e/4e47b1c2.jpg
61qR2q8b0yL,What is the total number of lozenges?,72,4e/4e47b1c2.jpg
61qR2q8b0yL,What is one of the flavors listed?,Mint,4e/4e47b1c2.jpg
61qR2q8b0yL,What activity does this product help cease?,Smoking,4e/4e47b1c2.jpg
61qR2q8b0yL,What is the active ingredient named on the box?,Nicotine,4e/4e47b1c2.jpg
61qR2q8b0yL,What brand is this product compared to?,Nicorette,4e/4e47b1c2.jpg
61qR2q8b0yL,What specific number related to the time after waking up is mentioned for the 4mg dosage recommendation?,30,4e/4e47b1c2.jpg
61qR2q8b0yL,How many Mint lozenges are included in this box?,48,4e/4e47b1c2.jpg
61wUGHV-YDL,What type of object is primarily displayed in the image?,Case,12/12a8957b.jpg
61wUGHV-YDL,What color is the case with the printed design?,Black,12/12a8957b.jpg
61wUGHV-YDL,What figure is printed on the phone case?,Krishna,12/12a8957b.jpg
61wUGHV-YDL,What is shown next to the phone case?,Iphone,12/12a8957b.jpg
61wUGHV-YDL,What brand is associated with this product according to the text?,Solimo,12/12a8957b.jpg
61wUGHV-YDL,"According to the text, what type of case is it?",Backcase,12/12a8957b.jpg
61wUGHV-YDL,"Based on the image, what color is the main print on the case?",Golden,12/12a8957b.jpg
61wUGHV-YDL,What specific phone brand does the text say the case is for?,Apple,12/12a8957b.jpg
61wUGHV-YDL,The text lists a specific characteristic of the case related to its thickness; what is it?,Slim,12/12a8957b.jpg
61wUGHV-YDL,What is one target audience mentioned in the description?,Girls,12/12a8957b.jpg
71u1lduN-ZL,What object is depicted in the image?,Case,f3/f32c54b0.jpg
71u1lduN-ZL,What is the dominant color palette?,Pastel,f3/f32c54b0.jpg
71u1lduN-ZL,Is there a cutout at the top for a camera?,Yes,f3/f32c54b0.jpg
71u1lduN-ZL,Is the pattern solid or multi-colored?,Multi-colored,f3/f32c54b0.jpg
71u1lduN-ZL,Is the case shown from the front or back?,Back,f3/f32c54b0.jpg
71u1lduN-ZL,What geometric shape primarily forms the pattern?,Rhombus,f3/f32c54b0.jpg
71u1lduN-ZL,Approximately how many distinct color types are visible in the pattern?,Six,f3/f32c54b0.jpg
71u1lduN-ZL,What kind of texture does the surface appear to have?,Smooth,f3/f32c54b0.jpg
71u1lduN-ZL,What style of pattern is applied to the case?,Mosaic,f3/f32c54b0.jpg
71u1lduN-ZL,Does the pattern cover the entire surface of the case?,Yes,f3/f32c54b0.jpg
71UctHJ79hL,What type of jewelry is depicted in the image?,Ring,a6/a67412f2.jpg
71UctHJ79hL,"What color are the larger, rectangular-cut stones in the ring?",Green,a6/a67412f2.jpg
71UctHJ79hL,Does the ring feature both rectangular and round stones?,Yes,a6/a67412f2.jpg
71UctHJ79hL,What is the approximate color of the ring's metal band?,Silver,a6/a67412f2.jpg
71UctHJ79hL,Can you see any text engraved on the inside surface of the band?,Yes,a6/a67412f2.jpg
71UctHJ79hL,"Based on the visible markings, what metal purity is indicated on the ring?",925,a6/a67412f2.jpg
71UctHJ79hL,Where does the engraving on the band suggest the ring was made?,China,a6/a67412f2.jpg
71UctHJ79hL,"Does the provided metadata term ""RUBY"" accurately describe the visible green stones in the image?",No,a6/a67412f2.jpg
71UctHJ79hL,"What type of stone setting appears to be used for the smaller, round, clear stones?",Pave,a6/a67412f2.jpg
71UctHJ79hL,Is the visible design of the ring an example of a solitaire setting or an eternity band style?,Eternity,a6/a67412f2.jpg
71AKQJOSafL,What color are the stones in the earrings?,Green,6d/6d945d9f.jpg
71AKQJOSafL,How many earrings are pictured?,Two,6d/6d945d9f.jpg
71AKQJOSafL,What is the shape of the gemstones?,Round,6d/6d945d9f.jpg
71AKQJOSafL,What kind of earring backs are shown?,Leverback,6d/6d945d9f.jpg
71AKQJOSafL,What color is the metal part of the earrings?,Gold,6d/6d945d9f.jpg
71AKQJOSafL,"Considering the color, what specific gem do these likely feature?",Peridot,6d/6d945d9f.jpg
71AKQJOSafL,What type of stone mounting is visible?,Prong,6d/6d945d9f.jpg
71AKQJOSafL,Are these earrings considered drop or stud style?,Drop,6d/6d945d9f.jpg
71AKQJOSafL,How many prongs are securing each gemstone?,Four,6d/6d945d9f.jpg
71AKQJOSafL,"Based on the provided information, are these categorized as fine jewelry?",Fine,6d/6d945d9f.jpg
61qF2T0q0+L,What type of item is this?,Case,a7/a79885b1.jpg
61qF2T0q0+L,What time of day is depicted?,Sunset,a7/a79885b1.jpg
61qF2T0q0+L,What color dominates the lower sky?,Red,a7/a79885b1.jpg
61qF2T0q0+L,What animals are flying?,Birds,a7/a79885b1.jpg
61qF2T0q0+L,What is visible at the bottom horizon?,Mountain,a7/a79885b1.jpg
61qF2T0q0+L,What brand of phone is this case for?,Oppo,a7/a79885b1.jpg
61qF2T0q0+L,What printing technique is suggested by the description?,3D,a7/a79885b1.jpg
61qF2T0q0+L,What sensor is located below the camera cutout?,Fingerprint,a7/a79885b1.jpg
61qF2T0q0+L,How many camera cutouts are visible?,Two,a7/a79885b1.jpg
61qF2T0q0+L,Are there clouds in the sky?,Yes,a7/a79885b1.jpg
51UPVILUNFL,What item of bedding is primarily shown?,duvet,ec/ec13de05.jpg
51UPVILUNFL,What color is the bedding?,Gray,ec/ec13de05.jpg
51UPVILUNFL,Are there pillows included in the image?,yes,ec/ec13de05.jpg
51UPVILUNFL,Does the bedding appear wrinkled or smooth?,smooth,ec/ec13de05.jpg
51UPVILUNFL,What is the main purpose of this product?,bedding,ec/ec13de05.jpg
51UPVILUNFL,"Based on the keywords, what material is the duvet cover made from?",microfiber,ec/ec13de05.jpg
51UPVILUNFL,Does the bedding have a visible pattern?,no,ec/ec13de05.jpg
51UPVILUNFL,What white item is placed on the bedding?,cloth,ec/ec13de05.jpg
51UPVILUNFL,"Considering the keywords, is this item likely part of a set?",yes,ec/ec13de05.jpg
51UPVILUNFL,Can you determine the exact size of the duvet cover from the image?,no,ec/ec13de05.jpg
81rGWfnfJ4L,What type of jewelry is shown?,studs,34/342eadc3.jpg
81rGWfnfJ4L,What is the color of the metal setting?,gold,34/342eadc3.jpg
81rGWfnfJ4L,How many earrings are visible in the image?,two,34/342eadc3.jpg
81rGWfnfJ4L,Is the stone clear or colored?,clear,34/342eadc3.jpg
81rGWfnfJ4L,What shape are the stones?,round,34/342eadc3.jpg
81rGWfnfJ4L,What type of setting is used for the stones?,bezel,34/342eadc3.jpg
81rGWfnfJ4L,"Based on appearance, is the stone likely real or simulated?",simulated,34/342eadc3.jpg
81rGWfnfJ4L,Is the earring on the right shown from the front or at an angle?,angle,34/342eadc3.jpg
81rGWfnfJ4L,Are these earrings hoops or studs?,studs,34/342eadc3.jpg
81rGWfnfJ4L,Is the earring post visible?,yes,34/342eadc3.jpg
91N4LSFqnlL,What color is the shoe upper?,Grey,ce/cec7e9a9.jpg
91N4LSFqnlL,Does the shoe have laces?,Yes,ce/cec7e9a9.jpg
91N4LSFqnlL,What color is the sole?,White,ce/cec7e9a9.jpg
91N4LSFqnlL,Is there a brown patch on the heel?,Yes,ce/cec7e9a9.jpg
91N4LSFqnlL,Is it a high-top shoe?,No,ce/cec7e9a9.jpg
91N4LSFqnlL,How many lace eyelets are visible?,Two,ce/cec7e9a9.jpg
91N4LSFqnlL,Is the main upper material smooth?,No,ce/cec7e9a9.jpg
91N4LSFqnlL,Is the sole completely smooth on the bottom edge?,No,ce/cec7e9a9.jpg
91N4LSFqnlL,Is this shoe likely intended for formal wear?,No,ce/cec7e9a9.jpg
91N4LSFqnlL,What type of material does the brown patch appear to be?,Leather,ce/cec7e9a9.jpg
719rYpPrFmL,What type of footwear is shown?,Shoe,4c/4c06ccd1.jpg
719rYpPrFmL,What color is the shoe?,Navy,4c/4c06ccd1.jpg
719rYpPrFmL,Is the shoe visible from the side or the top?,Side,4c/4c06ccd1.jpg
719rYpPrFmL,Does the shoe appear to have laces?,No,4c/4c06ccd1.jpg
719rYpPrFmL,What material does the shoe look like it is made from?,Suede,4c/4c06ccd1.jpg
719rYpPrFmL,What is the style name for this type of slip-on shoe?,Loafer,4c/4c06ccd1.jpg
719rYpPrFmL,Does the shoe have a noticeable heel?,No,4c/4c06ccd1.jpg
719rYpPrFmL,What color is the sole of the shoe?,Black,4c/4c06ccd1.jpg
719rYpPrFmL,Are there stitches visible on the upper part of the shoe?,Yes,4c/4c06ccd1.jpg
719rYpPrFmL,Is the shoe likely intended for casual or formal occasions?,Casual,4c/4c06ccd1.jpg
81j3ieISAFL,What kind of object is this?,Case,05/05cc3d07.jpg
