id,question,answer,original_index,predicted_answer,ground_truth_normalized
61dyNI-d+1L,What type of accessory is shown?,Case,15276,headphones,case
61dyNI-d+1L,What color description is given for the case?,Multicolor,15277,pink and blue,multicolor
61dyNI-d+1L,What image is printed on the cover?,Headphones,15278,headphones,headphones
61dyNI-d+1L,Is the case material typically hard or soft?,Soft,15279,soft,soft
61dyNI-d+1L,Which brand's phone is this case designed for?,Samsung,15280,samsung,samsung
61dyNI-d+1L,Does this case cover the front or back of the phone?,Back,15281,front,back
61dyNI-d+1L,What specific material is the case made from according to the description?,Silicone,15282,plastic,silicone
61dyNI-d+1L,"Based on the printing, is this considered a plain or a designer cover?",Designer,15283,plain,designer
61dyNI-d+1L,Is the texture of the case expected to be rigid or pliable?,Flexible,15284,smooth,flexible
61dyNI-d+1L,What general style category does this case fall under?,Fashion,15285,cell phone,fashion
A1gaWzSoriL,What brand name is visible on the cans?,Wickedly,15286,kenmore,wickedly
A1gaWzSoriL,How many distinct cans are displayed in the image?,Three,15287,3,three
A1gaWzSoriL,What Japanese character group identifies the contents of the top can?,牡蠣,15288,chinese,牡蠣
A1gaWzSoriL,What is the English name for the fish in the bottom left can?,Mackerel,15289,salmon,mackerel
A1gaWzSoriL,"Are these products explicitly labeled as ""Premium""?",Yes,15290,yes,yes
A1gaWzSoriL,"Based on the term ""おつまみ"", these items are intended as what?",Appetizer,15291,sashimi,appetizer
A1gaWzSoriL,What preparation method is indicated by the character 燻?,Smoked,15292,writing,smoked
A1gaWzSoriL,"The term ""家飲み"" suggests these are suitable for drinking where?",Home,15293,yes,home
A1gaWzSoriL,What type of container is suggested by the Japanese word 缶詰?,Can,15294,bowl,can
A1gaWzSoriL,"What English word appears below ""Wickedly"" on the label?",Prime,15295,prune,prime
61XrumnXDjL,What object is depicted on the phone case?,Candle,15296,remote,candle
61XrumnXDjL,What type of accessory is shown in the image?,Case,15297,remote,case
61XrumnXDjL,What color is the candle holder?,Red,15298,red,red
61XrumnXDjL,What is the main function of this item?,Protection,15299,light,protection
61XrumnXDjL,What brand is mentioned for this product?,Amazon,15300,nokia,amazon
61XrumnXDjL,What shape is the camera cutout on the case?,Diamond,15301,square,diamond
61XrumnXDjL,"What material is the cover made of, according to the text?",Polycarbonate,15302,plastic,polycarbonate
61XrumnXDjL,What specific type of case is it described as in the text?,Hard,15303,game,hard
61XrumnXDjL,What phone model is this case designed for?,Vivo,15304,iphone,vivo
61XrumnXDjL,What small decorative shapes are around the candle base?,Hearts,15305,circles,hearts
814juLkDwiL,What fruit is on the phone case?,Pineapple,15306,pineapple,pineapple
814juLkDwiL,Is the accessory a phone case?,Yes,15307,yes,yes
814juLkDwiL,What color is the fruit?,Yellow,15308,yellow,yellow
814juLkDwiL,Is the background dark?,Yes,15309,no,yes
814juLkDwiL,Does the case have a camera cutout?,Yes,15310,yes,yes
814juLkDwiL,Is this case likely for an iPhone model?,Yes,15311,yes,yes
814juLkDwiL,How many camera cutouts are visible?,Two,15312,one,two
814juLkDwiL,Is hard case mentioned in the list?,Yes,15313,yes,yes
814juLkDwiL,Is 3D printing mentioned in the list?,Yes,15314,yes,yes
814juLkDwiL,Is Amazon mentioned as a brand?,Yes,15315,no,yes
61ArN94mZ4L,What color is the bottle cap?,White,15316,white,white
61ArN94mZ4L,What kind of drink is in the bottle?,Juice,15317,vitaminwater,juice
61ArN94mZ4L,What is the brand name on the label?,365,15318,organic,365
61ArN94mZ4L,Is the juice labeled organic?,Yes,15319,yes,yes
61ArN94mZ4L,What type of food is pictured on the label?,Veggie,15320,vegetables,veggie
61ArN94mZ4L,What percentage of juice is in the bottle?,100,15321,50 ,100
61ArN94mZ4L,What is the volume of the bottle listed in metric units?,946,15322,35,946
61ArN94mZ4L,Is this juice made from concentrate?,Yes,15323,yes,yes
61ArN94mZ4L,What is the third word of the main product name?,Veggie,15324,vegetable,veggie
61ArN94mZ4L,What unit of volume is listed after the number one in parentheses?,QT,15325,30,qt
7146j1C7SOL,What color is the chair?,Black,15326,black,black
7146j1C7SOL,What material is the back of the chair made of?,Mesh,15327,fabric,mesh
7146j1C7SOL,Does the chair have wheels?,Yes,15328,yes,yes
7146j1C7SOL,Is the chair adjustable?,Yes,15329,yes,yes
7146j1C7SOL,What type of chair is this?,Office,15330,office,office
7146j1C7SOL,Is the backrest high or low?,Low,15331,low,low
7146j1C7SOL,What feature suggests it is adjustable?,Lever,15332,wheels,lever
7146j1C7SOL,Does the base have arms?,No,15333,yes,no
7146j1C7SOL,How many wheels are visible on the base?,Five,15334,6,five
7146j1C7SOL,Is this chair likely used in a formal or casual setting?,Casual,15335,casual,casual
71VKVycDzIL,What type of footwear is shown?,Sandal,15336,sandals,sandal
71VKVycDzIL,What is the main color of the sandal?,Gold,15337,tan,gold
71VKVycDzIL,Is the sole of the sandal flat?,Yes,15338,no,yes
71VKVycDzIL,What material is indicated in the metadata?,Cuero,15339,leather,cuero
71VKVycDzIL,What are the decorations on the upper strap?,Studs,15340,studs,studs
71VKVycDzIL,How many larger golden studs are visible on the strap?,Nine,15341,12,nine
71VKVycDzIL,Are all the studs on the strap the same size?,No,15342,no,no
71VKVycDzIL,What is the shape of the larger studs?,Dome,15343,round,dome
71VKVycDzIL,What specific type of sandal is this?,Slide,15344,open toe,slide
71VKVycDzIL,What language is used for 'Zapatos para mujer'?,Spanish,15345,spanish,spanish
81YeOdoEX7L,What object is in the image?,Case,15346,phone,case
81YeOdoEX7L,What color is the text on the object?,Yellow,15347,yellow,yellow
81YeOdoEX7L,What is the background texture like?,Sparkly,15348,speckled,sparkly
81YeOdoEX7L,Is there a cutout for a camera?,Yes,15349,yes,yes
81YeOdoEX7L,What is the first word written on the object?,Super,15350,neon,super
81YeOdoEX7L,What style of font is used for the writing?,Script,15351,cursive,script
81YeOdoEX7L,Is this likely a hard or soft protective cover?,Hard,15352,hard,hard
81YeOdoEX7L,"According to the provided list, is 'back' a valid description for this item?",Yes,15353,no,yes
81YeOdoEX7L,What brand is listed most often in the provided text?,Lenovo,15354,apple,lenovo
81YeOdoEX7L,What word describes the overall look of the pattern?,Textured,15355,speckled,textured
81U+VlQ27GL,What object is pictured?,case,15356,wooden door,case
81U+VlQ27GL,What pattern is on the case?,wood,15357,wood grain,wood
81U+VlQ27GL,Is the case described as a mobile cover?,yes,15358,yes,yes
81U+VlQ27GL,What color is the wood pattern?,brown,15359,brown,brown
81U+VlQ27GL,Is this a phone accessory?,yes,15360,yes,yes
81U+VlQ27GL,What brand is mentioned most frequently in the text?,Microsoft,15361,apple,microsoft
81U+VlQ27GL,What printing method is listed for the cover?,3D,15362,print,3d
81U+VlQ27GL,What type of case is explicitly mentioned?,hard,15363,wooden,hard
81U+VlQ27GL,What common structure does the design resemble?,door,15364,wood,door
81U+VlQ27GL,Does the text mention a Vivo case?,yes,15365,yes,yes
519V7JgaN7L,What is the main color of the carton?,Yellow,15366,yellow,yellow
519V7JgaN7L,What number is part of the brand name?,365,15367,365,365
519V7JgaN7L,Is there an animal on the carton?,Yes,15368,yes,yes
519V7JgaN7L,What kind of buttermilk is shown?,Lowfat,15369,cornflake,lowfat
519V7JgaN7L,What category does this product belong to?,Grocery,15370,dairy,grocery
519V7JgaN7L,What letter is used to denote the grade?,A,15371,c,a
519V7JgaN7L,What vitamin is listed alongside Vitamin A?,D,15372,c,d
519V7JgaN7L,What is the volume unit on the carton?,Quart,15373,350,quart
519V7JgaN7L,What process follows pasteurized on the label?,Homogenized,15374,milk,homogenized
519V7JgaN7L,What direction does the open arrow point?,Right,15375,left,right
61PwqtOj90L,How many straps are visible?,Two,15376,3,two
61PwqtOj90L,How many bags are shown?,One,15377,1,one
61PwqtOj90L,What are the straps likely used for based on the tags?,Hammock,15378,identification,hammock
61PwqtOj90L,What material are the straps made of according to the tags?,Nylon,15379,nylon,nylon
61PwqtOj90L,Are the straps sold as a pair according to the tags?,Yes,15380,yes,yes
61PwqtOj90L,Are these straps intended for children or adults?,Adults,15381,adults,adults
61PwqtOj90L,"Is ""Poecent"" listed as a tag for this product?",Yes,15382,no,yes
61PwqtOj90L,"Are the straps referred to as ""atlasstraps"" in the tags?",Yes,15383,yes,yes
61PwqtOj90L,"Is the product description tagged as being from a ""Global Store""?",Yes,15384,yes,yes
61PwqtOj90L,Is the product suitable for outdoor activities?,Yes,15385,yes,yes
71j--jfApfL,What type of item is shown?,Case,15386,phone,case
71j--jfApfL,What is a prominent color in the design?,Red,15387,red,red
71j--jfApfL,Are there cutouts on the case?,Yes,15388,no,yes
71j--jfApfL,Does the surface appear shiny?,Yes,15389,yes,yes
71j--jfApfL,Is the background color black?,Yes,15390,no,yes
71j--jfApfL,What device is this accessory for?,Phone,15391,phone,phone
71j--jfApfL,"Based on the top cutouts, is the camera at the top?",Yes,15392,yes,yes
71j--jfApfL,Does the pattern appear raised?,Yes,15393,yes,yes
71j--jfApfL,What style describes the pattern?,Abstract,15394,abstract,abstract
71j--jfApfL,Can you identify the phone brand from the image?,No,15395,yes,no
61Gk7V8bQDL,What color is the heart?,Yellow,15396,yellow,yellow
61Gk7V8bQDL,What letter is in the heart?,T,15397,t,t
61Gk7V8bQDL,What shapes are in the background?,Stars,15398,stars,stars
61Gk7V8bQDL,What is this object?,Case,15399,phone,case
61Gk7V8bQDL,Is the background pattern colorful?,Yes,15400,yes,yes
61Gk7V8bQDL,What color are the numerous smaller shapes?,Pink,15401,pink,pink
61Gk7V8bQDL,What graphic shape is largest on the case?,Heart,15402,heart,heart
61Gk7V8bQDL,What is the main purpose of this item?,Protection,15403,to make phone calls,protection
61Gk7V8bQDL,Does the pattern appear symmetrical vertically?,No,15404,no,no
61Gk7V8bQDL,What color is the border around the camera cutouts?,Black,15405,black,black
71nu4j7HpLL,What color is the container?,White,15406,white,white
71nu4j7HpLL,Is the container open or closed?,Open,15407,open,open
71nu4j7HpLL,What type of object is this?,Container,15408,lid,container
71nu4j7HpLL,Does the container have a lid?,Yes,15409,yes,yes
71nu4j7HpLL,Is the container filled?,No,15410,no,no
71nu4j7HpLL,What texture is visible on the inside surfaces?,Ribbed,15411,ridges,ribbed
71nu4j7HpLL,How many sections are clearly visible in the container?,Two,15412,3,two
71nu4j7HpLL,What material might this disposable container be made from?,Pulp,15413,styrofoam,pulp
71nu4j7HpLL,Is the container likely used for liquids or solids?,Solids,15414,liquid,solids
71nu4j7HpLL,Is the container hinged?,Yes,15415,yes,yes
61ltiKQTzIL,What brand logo is visible?,UMI,15416,umbra,umi
61ltiKQTzIL,Is the item shown a bedsheet?,Yes,15417,yes,yes
61ltiKQTzIL,What is the main color of the bedsheet?,White,15418,white,white
61ltiKQTzIL,How many color options are displayed as circles?,Eight,15419,6,eight
61ltiKQTzIL,What natural material is the bedsheet made of?,Cotton,15420,cotton,cotton
61ltiKQTzIL,What is the specific thread count value?,300,15421,6,300
61ltiKQTzIL,What type of weave is mentioned?,Sateen,15422,white,sateen
61ltiKQTzIL,Is the bedsheet described as hypoallergenic?,Yes,15423,yes,yes
61ltiKQTzIL,Is the bedsheet easy to install?,Yes,15424,yes,yes
61ltiKQTzIL,Which holiday is mentioned in the description?,Thanksgiving,15425,no holiday,thanksgiving
71qXvJLzyTL,What is the main color of the pillows?,White,15426,white,white
71qXvJLzyTL,How many pillows are shown in the image?,Four,15427,4,four
71qXvJLzyTL,Are the pillows dark grey?,No,15428,no,no
71qXvJLzyTL,Do the pillows appear soft?,Yes,15429,yes,yes
71qXvJLzyTL,Could these pillows be used for home decor?,Yes,15430,yes,yes
71qXvJLzyTL,Is there a UMI brand label visible on the pillows?,No,15431,no,no
71qXvJLzyTL,Does the image provide details about the pillow filling?,No,15432,no,no
71qXvJLzyTL,Is the background of the image dark grey?,No,15433,no,no
71qXvJLzyTL,Are the textures of the four pillows identical?,Yes,15434,yes,yes
71qXvJLzyTL,Does the image suggest a specific room setting?,No,15435,no,no
61fyTbWk29L,What color is the large heart?,Yellow,15436,yellow,yellow
61fyTbWk29L,What letter is shown on the heart?,L,15437,l,l
61fyTbWk29L,What shapes are in the dark background?,Stars,15438,stars,stars
61fyTbWk29L,What kind of product is this?,Case,15439,cell phone,case
61fyTbWk29L,Is the heart in the middle?,Yes,15440,yes,yes
61fyTbWk29L,What color is the large letter?,Black,15441,yellow,black
61fyTbWk29L,Does the background have white swirls?,Yes,15442,yes,yes
61fyTbWk29L,Are there four main colors visible?,Yes,15443,yes,yes
61fyTbWk29L,Is there a cutout at the top?,Yes,15444,yes,yes
61fyTbWk29L,Are the background stars pink?,Yes,15445,yes,yes
61DcEUEIywL,What type of phone accessory is this?,Case,15446,phone,case
61DcEUEIywL,What is the main background color?,Black,15447,black,black
61DcEUEIywL,What color is the patterned design?,Gold,15448,brown,gold
61DcEUEIywL,Is a letter printed on the case?,Yes,15449,l,yes
61DcEUEIywL,What is the letter?,L,15450,l,l
61DcEUEIywL,What is the color of the circled cutout?,Blue,15451,blue,blue
61DcEUEIywL,Does the design cover the entire back?,No,15452,no,no
61DcEUEIywL,Is the design on the left side?,Yes,15453,yes,yes
61DcEUEIywL,How many large ornate sections compose the vertical pattern?,Three,15454,6,three
61DcEUEIywL,Is the pattern more geometric or organic?,Organic,15455,ornamental,organic
81kMiRPyKTL,What color is the main body of the boot?,Black,15456,black,black
81kMiRPyKTL,What type of footwear is shown in the image?,Boot,15457,boots,boot
81kMiRPyKTL,Does the boot have laces?,Yes,15458,yes,yes
81kMiRPyKTL,What material does the boot appear to be made of?,Leather,15459,leather,leather
81kMiRPyKTL,Is the background of the image white?,Yes,15460,yes,yes
81kMiRPyKTL,What color is the stitching visible on the side upper part of the boot?,White,15461,brown,white
81kMiRPyKTL,What color is the trim just above the dark sole?,Tan,15462,brown,tan
81kMiRPyKTL,How many lace eyelets are visible on the side of the boot shown?,Four,15463,8,four
81kMiRPyKTL,What is the general shape of the boot's toe?,Rounded,15464,oval,rounded
81kMiRPyKTL,Does the boot surface appear smooth or textured?,Textured,15465,smooth,textured
71DhX4K7ZKL,What is the main object shown?,Cover,15466,cell phone,cover
71DhX4K7ZKL,What color is dominant on the object?,Pink,15467,pink,pink
71DhX4K7ZKL,What pattern is on the object's surface?,Droplets,15468,water,droplets
71DhX4K7ZKL,Is this a front or back cover?,Back,15469,front,back
71DhX4K7ZKL,Does the cover have a cutout for a camera?,Yes,15470,yes,yes
71DhX4K7ZKL,"Based on its appearance, is the surface texture smooth?",No,15471,yes,no
71DhX4K7ZKL,Is the case type likely hard?,Yes,15472,yes,yes
71DhX4K7ZKL,Does the pattern create a 3D effect?,Yes,15473,yes,yes
71DhX4K7ZKL,"Based on the provided list, what type of phone accessory is this?",Case,15474,cell phone,case
71DhX4K7ZKL,"Given the repeated mentions in the list, for which phone brand is this case most likely?",Oppo,15475,apple,oppo
91NmRcEEIxL,What is the main color of the item?,Pink,15476,pink,pink
91NmRcEEIxL,Does the item have a closure mechanism?,Yes,15477,yes,yes
91NmRcEEIxL,Is the item open or closed?,Closed,15478,closed,closed
91NmRcEEIxL,What type of item is shown?,Album,15479,purse,album
91NmRcEEIxL,Does the item appear to be a soft or rigid cover?,Rigid,15480,soft,rigid
91NmRcEEIxL,"Based on the keywords, what is the probable use of this item?",Photos,15481,travel,photos
91NmRcEEIxL,What is the visible closure type?,Strap,15482,leather,strap
91NmRcEEIxL,"Considering the keywords, is this likely a small or large album?",Large,15483,small,large
91NmRcEEIxL,Does the cover appear textured or smooth?,Smooth,15484,smooth,smooth
91NmRcEEIxL,"Based on the keywords, is this item potentially safe for storing old photographs?",Yes,15485,yes,yes
711HH5b+TdL,What is the general product type shown?,Case,15486,cell phone,case
711HH5b+TdL,What creatures are featured in the design?,Butterflies,15487,flowers,butterflies
711HH5b+TdL,"What material is the case made of, according to the list?",Silicone,15488,plastic,silicone
711HH5b+TdL,Is this a front or back cover?,Back,15489,front,back
711HH5b+TdL,Is the case design multicolor?,Yes,15490,yes,yes
711HH5b+TdL,For what specific phone brand is this case designed?,Gionee,15491,lg,gionee
711HH5b+TdL,What material contributes to the case's softness and flexibility?,TPU,15492,plastic,tpu
711HH5b+TdL,What type of light effect is shown on the butterflies?,Neon,15493,neon,neon
711HH5b+TdL,Is this item listed as a designer case?,Yes,15494,yes,yes
711HH5b+TdL,Are cases listed alongside what other similar item?,covers,15495,no,covers
71hfDGxC1GL,What type of mobile accessory is displayed?,Cover,15496,phone,cover
71hfDGxC1GL,What color are the prominent flowers?,Pink,15497,pink,pink
71hfDGxC1GL,What kind of plants are depicted on the case?,Flowers,15498,flowers,flowers
71hfDGxC1GL,Is the case made of a hard or soft material?,Soft,15499,hard,soft
71hfDGxC1GL,Does the cover protect the front or back of the phone?,Back,15500,front,back
71hfDGxC1GL,What specific phone brand is this cover designed for?,Nokia,15501,lg,nokia
71hfDGxC1GL,What brand name is associated with this product?,Solimo,15502,nokia,solimo
71hfDGxC1GL,Is the decoration on the cover applied by printing?,Yes,15503,yes,yes
71hfDGxC1GL,Is this type of case described as a fashion item?,Yes,15504,yes,yes
71hfDGxC1GL,Is the case described as rigid or flexible?,Flexible,15505,curved,flexible
81UWE3kdO9L,What color is the filament on the spool?,Blue,15506,blue,blue
81UWE3kdO9L,What brand name is printed on the spool?,AmazonBasics,15507,no brand,amazonbasics
81UWE3kdO9L,Is the item shown a spool of wire?,No,15508,yes,no
81UWE3kdO9L,Does the spool have a grey outer ring?,Yes,15509,yes,yes
81UWE3kdO9L,Are there ventilation holes visible on the spool?,Yes,15510,yes,yes
81UWE3kdO9L,What type of machine uses this spool as a consumable?,Printer,15511,cable,printer
81UWE3kdO9L,What manufacturing process typically uses this type of filament?,Printing,15512,metal,printing
81UWE3kdO9L,Does this item provide the material for creating solid objects?,Yes,15513,yes,yes
81UWE3kdO9L,Is this blue material used for making mechanical components?,Yes,15514,yes,yes
81UWE3kdO9L,Is the central section of the spool solid or hollow?,Hollow,15515,circular,hollow
A152UduXWcL,What type of furniture is pictured?,Recliner,15516,armchair,recliner
A152UduXWcL,What is the primary color of the chair?,Tan,15517,beige,tan
A152UduXWcL,Does the chair appear to be a loveseat?,No,15518,no,no
A152UduXWcL,Can you see legs on the chair?,Yes,15519,yes,yes
A152UduXWcL,Is this chair likely designed for a patio?,No,15520,no,no
A152UduXWcL,"Based on the list, can the chair be described as small?",Yes,15521,yes,yes
A152UduXWcL,Which term from the list indicates the chair can change position?,Recline,15522,ottoman,recline
A152UduXWcL,"Does the list suggest the chair is made by ""Lazyboy""?",No,15523,no,no
A152UduXWcL,"Does the term ""Acorn"" from the list likely refer to the chair's upholstery color?",No,15524,yes,no
A152UduXWcL,"Based on the list, is ""Stone & Beam"" a likely association for this item?",Yes,15525,yes,yes
71y0eFw32yL,What animal pattern is on the case?,Panda,15526,panda,panda
71y0eFw32yL,What item is shown in the image?,Case,15527,phone,case
71y0eFw32yL,What are the primary colors visible?,Black,15528,black and white,black
71y0eFw32yL,Is this a rigid or flexible case?,Flexible,15529,curved,flexible
71y0eFw32yL,Which side of a phone does this cover?,Back,15530,left,back
71y0eFw32yL,What material from the list describes this case?,Silicone,15531,plastic,silicone
71y0eFw32yL,What phone brand is this case designed for according to the list?,Huawei,15532,apple,huawei
71y0eFw32yL,What type of design style is mentioned in the list?,Designer,15533,panda,designer
71y0eFw32yL,What specific texture element is highlighted in the description?,Panda,15534,none,panda
71y0eFw32yL,What general term is used in the list to describe this item?,Cover,15535,phone,cover
716KLFIlPTL,What is the main stone in the earrings?,pearl,15536,pearl,pearl
716KLFIlPTL,What type of jewelry is shown?,earrings,15537,earrings,earrings
716KLFIlPTL,What style are these earrings?,stud,15538,modern,stud
716KLFIlPTL,What color is the pearl?,white,15539,white,white
716KLFIlPTL,Are there diamonds on the earrings?,yes,15540,yes,yes
716KLFIlPTL,What metal is used in these earrings according to the text?,gold,15541,silver,gold
716KLFIlPTL,What type of pearl is specifically mentioned?,freshwater,15542,pearl,freshwater
716KLFIlPTL,What collection are these earrings from?,amazon,15543,yes,amazon
716KLFIlPTL,What month's birthstone is the pearl?,june,15544,january,june
716KLFIlPTL,How many colors of metal are visible in the setting?,two,15545,3,two
61ZyWyPi8FL,What kind of accessory is depicted?,Case,15546,phone,case
61ZyWyPi8FL,What is the first word of the text on the case?,Apna,15547,april,apna
61ZyWyPi8FL,What major phone brand is mentioned frequently in the list?,Samsung,15548,nokia,samsung
61ZyWyPi8FL,What is the color of the person's clothing?,Grey,15549,black,grey
61ZyWyPi8FL,What icon appears next to the word TIME?,Clock,15550,clock,clock
61ZyWyPi8FL,What type of phone accessory is written in all capital letters in the list?,CELLULAR,15551,phone,cellular
61ZyWyPi8FL,What object is the person holding to their mouth?,Microphone,15552,cigarette,microphone
61ZyWyPi8FL,What is the base color of the phone case itself?,Black,15553,black,black
61ZyWyPi8FL,What is the brand name listed before Solimo?,Amazon,15554,nokia,amazon
61ZyWyPi8FL,What is a common synonym for this accessory listed multiple times?,Cover,15555,time,cover
51zn1zlgjLL,What color is the trash can?,Green,15556,green,green
51zn1zlgjLL,Is the trash can visible?,Yes,15557,yes,yes
51zn1zlgjLL,Is the trash can made of plastic?,Yes,15558,yes,yes
51zn1zlgjLL,Does the trash can appear slim?,Yes,15559,yes,yes
51zn1zlgjLL,Is there a lid on top?,Yes,15560,yes,yes
51zn1zlgjLL,Does the shape suggest it is for narrow spaces?,Yes,15561,yes,yes
51zn1zlgjLL,Is the trash can opaque?,Yes,15562,yes,yes
51zn1zlgjLL,Is the trash can likely intended for heavy industrial use?,No,15563,yes,no
51zn1zlgjLL,Is any branding visible on the trash can?,No,15564,no,no
51zn1zlgjLL,Does the trash can appear to be elevated from the ground?,No,15565,yes,no
713bDZzbAgL,What type of item is shown in the image?,Cover,15566,phone case,cover
713bDZzbAgL,What word is spelled out on the hanging charm?,Love,15567,love,love
713bDZzbAgL,What symbol is part of the hanging charm?,Peace,15568,peace,peace
713bDZzbAgL,What is the primary color of the phone case?,Black,15569,black,black
713bDZzbAgL,Is this a back cover or a front cover?,Back,15570,back,back
713bDZzbAgL,"According to the provided items, what is the specific phone model this case is for?",Core,15571,samsung,core
713bDZzbAgL,What material is this case described as?,Silicone,15572,plastic,silicone
713bDZzbAgL,Is this described as a hard or flexible case?,Flexible,15573,hard,flexible
713bDZzbAgL,What kind of case is this called based on the design?,Designer,15574,case,designer
713bDZzbAgL,What brand is mentioned for this item?,Solimo,15575,apple,solimo
71dwJnWleEL,What is the primary color of the case?,Grey,15576,gray,grey
71dwJnWleEL,What word is on the green banner?,renewed,15577,reay,renewed
71dwJnWleEL,What material is the case primarily made of?,Felt,15578,felt,felt
71dwJnWleEL,Is there a handle on the case?,No,15579,yes,no
71dwJnWleEL,What color is the small tag on the flap?,Brown,15580,orange,brown
71dwJnWleEL,Is the case branded with a visible logo besides the renewed sticker?,No,15581,yes,no
71dwJnWleEL,What type of portable computer is this designed to carry?,Laptop,15582,macbook,laptop
71dwJnWleEL,What material could the small tag potentially be?,Suede,15583,leather,suede
71dwJnWleEL,Is this product being sold as new?,No,15584,yes,no
71dwJnWleEL,Does the case closure use a zipper?,No,15585,yes,no
81LYIarMyOL,What product category is shown in the image?,Case,15586,cell phone,case
81LYIarMyOL,What is the primary background color of the case?,Black,15587,black,black
81LYIarMyOL,What color is the design printed on the case?,White,15588,white,white
81LYIarMyOL,Does the case cover the front or back of a phone?,Back,15589,front,back
81LYIarMyOL,Is this type of case typically described as hard or soft?,Hard,15590,hard,hard
81LYIarMyOL,"Based on the provided list, which brand of phone is this case designed for?",LG,15591,samsung,lg
81LYIarMyOL,What feature below the camera cutout is visible on the case?,Sensor,15592,buttons,sensor
81LYIarMyOL,What natural element does the pattern on the case most resemble?,Leaves,15593,leaves,leaves
81LYIarMyOL,What printing method is listed that could be used for this case?,3D,15594,print,3d
81LYIarMyOL,What type of coverage does this accessory provide for a mobile device?,Cover,15595,none,cover
71Q7tEVX1ZL,What type of item is displayed?,Case,15596,phone,case
71Q7tEVX1ZL,"What text is written on the case below ""Girl""?",BOSS,15597,life is beautiful,boss
71Q7tEVX1ZL,What is the main color of the case's background?,Black,15598,black,black
71Q7tEVX1ZL,"What color is the ""Girl BOSS"" text?",Gold,15599,gold,gold
71Q7tEVX1ZL,Does the case appear rigid?,No,15600,yes,no
71Q7tEVX1ZL,"According to the attributes, what phone model is this case made for?",Lumia,15601,lg,lumia
71Q7tEVX1ZL,What brand is listed for this case?,Solimo,15602,lg,solimo
71Q7tEVX1ZL,"What word describes the texture or appearance of the ""Girl BOSS"" text?",Sparkle,15603,rough,sparkle
71Q7tEVX1ZL,What is a key property of the case mentioned in the attributes?,Flexible,15604,phone,flexible
71Q7tEVX1ZL,Is this case a wrap-around cover or a back cover based on the attributes?,Back,15605,cover,back
71Brs7CgqZL,What symbol is attached to the case?,Peace,15606,peace,peace
71Brs7CgqZL,What word is shown on a charm?,Love,15607,love,love
71Brs7CgqZL,What is the primary color of the case?,Black,15608,black,black
71Brs7CgqZL,What color is the small round bead?,Green,15609,green,green
71Brs7CgqZL,Is there a chain connected to the charms?,Yes,15610,yes,yes
71Brs7CgqZL,"What type of material is the case likely made of, based on the description?",Silicone,15611,plastic,silicone
71Brs7CgqZL,What brand is mentioned in the item description for this product?,Solimo,15612,apple,solimo
71Brs7CgqZL,How many charms are attached to the chain?,Four,15613,3,four
71Brs7CgqZL,Is the surface of the case smooth or textured?,Textured,15614,smooth,textured
71Brs7CgqZL,What is the overall theme of the design indicated by the charms?,Love,15615,peace,love
71-uHSfh1GL,What is the color of the shoe?,Black,15616,black,black
71-uHSfh1GL,Is the item a piece of clothing?,No,15617,yes,no
71-uHSfh1GL,Does the shoe have a heel?,Yes,15618,yes,yes
71-uHSfh1GL,What letter shape does the main strap form?,T,15619,v,t
71-uHSfh1GL,Is the toe of the shoe open?,No,15620,yes,no
71-uHSfh1GL,What specific type of heel is featured?,Stiletto,15621,high heel,stiletto
71-uHSfh1GL,What is the first word of the brand name?,Truth,15622,heels,truth
71-uHSfh1GL,What material finish does the shoe appear to have?,Satin,15623,leather,satin
71-uHSfh1GL,What general footwear category is this?,Sandal,15624,heels,sandal
71-uHSfh1GL,Is this shoe suitable for an elegant event?,Yes,15625,yes,yes
6141aPKWENL,What brand is shown on the bottle?,Solimo,15626,osimund,solimo
6141aPKWENL,What type of supplement is pictured?,Probiotic,15627,biofuel,probiotic
6141aPKWENL,How many capsules are in the bottle?,Thirty,15628,2,thirty
6141aPKWENL,What color is the bottle cap?,White,15629,white,white
6141aPKWENL,Is this a dietary supplement?,Yes,15630,yes,yes
6141aPKWENL,What specific symbol follows the CFU number?,Dagger,15631,arrow,dagger
6141aPKWENL,What substance related to grain is listed as absent?,Gluten,15632,wheat,gluten
6141aPKWENL,What type of artificial additive related to taste is stated as absent?,Flavors,15633,none,flavors
6141aPKWENL,What is the capsule formulation described as?,Vegetarian,15634,biofuel,vegetarian
6141aPKWENL,What milk-derived sugar is stated as absent?,Lactose,15635,white,lactose
71XbBxcifUL,What type of accessory is pictured?,Case,15636,motorcycle,case
71XbBxcifUL,What vehicle is depicted on the case?,Motorcycle,15637,motorcycle,motorcycle
71XbBxcifUL,Is the design described as multicolor?,Yes,15638,no,yes
71XbBxcifUL,Is this item a cover?,Yes,15639,yes,yes
71XbBxcifUL,Is this case protective?,Yes,15640,yes,yes
71XbBxcifUL,Which brand is associated with this product?,Solimo,15641,harley davidson,solimo
71XbBxcifUL,What material is listed for the cover?,Polycarbonate,15642,plastic,polycarbonate
71XbBxcifUL,What specific phone brand is this case for?,Asus,15643,harley davidson,asus
71XbBxcifUL,Is this case called a fashion case?,Yes,15644,yes,yes
71XbBxcifUL,Is this item a front cover?,No,15645,yes,no
71VpG379y8L,What type of item is pictured?,Case,15646,phone,case
71VpG379y8L,What animal is depicted on the case?,Lion,15647,lion,lion
